Hi students! Please make sure to enter your zeros -- NOT seeing a fish / coral is just as informative as seeing it. ,,,,,,,,
BuddyPair,Year,Zone,Site,Transect,Type,Genus,HealthStatus,Count
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Diploastrea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Dipsastrea (old Favia),,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Echinopora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Euphyllia,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Favites,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Fungia,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Galaxea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Goniastrea,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Goniopora,Healthy,7
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Heliofungia,Healthy,3
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Hydnophora,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Leptastrea,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Leptoria,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Leptoseris,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Lobophyllia,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Merulina,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Mycedium/Echinophyllia,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Montipora,Healthy,30
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Oxypora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Pachyseris,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Pavona,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Pectinia,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Physogyra,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Platygyra,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Pocillopora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Porites,Healthy,5
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Psammocora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Seriatopora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Stylophora,,0
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Symphyllia,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Hard coral,Turbinaria,Healthy,1
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Cervera,Healthy,1
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Cladiella,,0
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Clavularia,,0
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Dendronephtya,Healthy,5
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Lobophytum,Healthy,3
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Nepthea,Healthy,1
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Sarcophyton,,0
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Sinularia,,0
Jake_Will,2025,NoTake,Fantome,3,Soft Corals,Briareum,,0
Jake_Will,2025,NoTake,Fantome,3,Macroalgae,Chlorodesmis,,0
Jake_Will,2025,NoTake,Fantome,3,Macroalgae,Halimeda,,0
Jake_Will,2025,NoTake,Fantome,3,Macroalgae,Padina,,0
Jake_Will,2025,NoTake,Fantome,3,Macroalgae,Sargassum,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Macroalgae,Turbinaria,Healthy,2
Jake_Will,2025,NoTake,Fantome,3,Other,Antipatharians,,0
Jake_Will,2025,NoTake,Fantome,3,Other,Soft corals,,0
Jake_Will,2025,NoTake,Fantome,3,Other,Gorgonians,,0
Jake_Will,2025,NoTake,Fantome,3,Other,Mille/Helio/Tubipora,,0
Jake_Will,2025,NoTake,Fantome,3,Other,Zoanthids,,0
Jake_Will,2025,NoTake,Fantome,3,Other,Clams,Healthy,1
